country_region,date,retail_and_recreation,grocery_and_pharmacy,parks,transit_stations,workplaces,residential
Philippines,2020-10-19,-42,-8,-26,-57,-31,18
Philippines,2020-10-20,-46,-17,-39,-54,-37,20
Philippines,2020-10-21,-45,-15,-35,-53,-37,18
Philippines,2020-10-22,-45,-14,-36,-54,-35,18
Philippines,2020-10-23,-44,-9,-31,-54,-32,20
Philippines,2020-10-24,-41,-8,-27,-53,-21,14
Philippines,2020-10-25,-45,-12,-25,-60,-13,12
Philippines,2020-10-26,-47,-19,-35,-58,-35,19
Philippines,2020-10-27,-40,-6,-23,-46,-34,17
Philippines,2020-10-28,-39,-7,-20,-43,-35,17
Philippines,2020-10-29,-41,-8,-31,-46,-36,16
Philippines,2020-10-30,-43,-6,-34,-48,-34,18
Philippines,2020-10-31,-38,3,-31,-50,-24,13
Philippines,2020-11-01,-74,-37,-57,-84,-35,20
Philippines,2020-11-02,-46,-17,-38,-62,-57,23
Philippines,2020-11-03,-38,-5,-29,-45,-35,16
Philippines,2020-11-04,-40,-10,-33,-48,-35,18
Philippines,2020-11-05,-40,-7,-30,-49,-34,18
Philippines,2020-11-06,-43,-8,-33,-53,-30,20
Philippines,2020-11-07,-40,-9,-32,-52,-20,15
Philippines,2020-11-08,-43,-11,-31,-58,-11,13
Philippines,2020-11-09,-39,-8,-25,-53,-30,18
Philippines,2020-11-10,-37,-5,-25,-45,-34,18
Philippines,2020-11-11,-41,-11,-37,-47,-36,18
Philippines,2020-11-12,-75,-53,-50,-72,-73,3
Philippines,2020-11-13,-43,-8,-36,-55,-38,10
Philippines,2020-11-14,-36,-3,-32,-49,-21,9
Philippines,2020-11-15,-39,-5,-28,-56,-10,9
Philippines,2020-11-16,-35,-3,-24,-50,-31,14
Philippines,2020-11-17,-34,-1,-24,-42,-35,15
Philippines,2020-11-18,-36,-5,-29,-42,-34,16
Philippines,2020-11-19,-37,-6,-30,-45,-34,16
Philippines,2020-11-20,-39,-5,-32,-49,-30,19
Philippines,2020-11-21,-35,-4,-29,-47,-19,13
Philippines,2020-11-22,-38,-6,-24,-53,-9,11
Philippines,2020-11-23,-35,-5,-22,-49,-29,16
Philippines,2020-11-24,-36,-4,-27,-42,-33,17
Philippines,2020-11-25,-35,-4,-26,-41,-33,17
Philippines,2020-11-26,-35,-3,-29,-42,-32,17
Philippines,2020-11-27,-37,-5,-29,-42,-30,19
Philippines,2020-11-28,-30,1,-27,-35,-17,13
Philippines,2020-11-29,-32,-1,-24,-43,-7,11
Portugal,2020-02-15,4,0,21,9,1,-1
Portugal,2020-02-16,-3,2,-14,3,1,0
Portugal,2020-02-17,0,3,8,3,3,0
Portugal,2020-02-18,2,3,6,5,3,0
Portugal,2020-02-19,4,3,24,8,3,-1
Portugal,2020-02-20,6,3,24,8,2,-1
Portugal,2020-02-21,4,6,36,11,1,-2
Portugal,2020-02-22,4,4,47,13,0,-3
Portugal,2020-02-23,8,5,55,16,1,-4
Portugal,2020-02-24,18,12,80,-3,-28,3
Portugal,2020-02-25,-2,0,33,-25,-65,16
Portugal,2020-02-26,0,4,25,2,-13,2
Portugal,2020-02-27,4,6,27,6,0,0
Portugal,2020-02-28,2,10,25,6,1,-1
Portugal,2020-02-29,0,7,-5,3,1,1
Portugal,2020-03-01,-8,3,-33,-1,0,2
Portugal,2020-03-02,3,9,8,4,3,0
Portugal,2020-03-03,-1,7,-3,1,3,0
Portugal,2020-03-04,2,7,15,5,2,0
Portugal,2020-03-05,3,8,14,5,2,0
Portugal,2020-03-06,0,7,14,5,2,-1
Portugal,2020-03-07,3,4,27,7,2,-1
Portugal,2020-03-08,-1,6,-4,1,1,0
Portugal,2020-03-09,0,11,21,0,2,1
Portugal,2020-03-10,0,17,20,0,1,0
Portugal,2020-03-11,-1,26,29,-1,0,1
Portugal,2020-03-12,-9,28,10,-11,-4,4
Portugal,2020-03-13,-27,23,-10,-24,-11,9
Portugal,2020-03-14,-47,-10,-31,-33,-15,13
Portugal,2020-03-15,-62,-33,-58,-46,-23,15
Portugal,2020-03-16,-50,-16,-40,-51,-41,22
Portugal,2020-03-17,-54,-20,-44,-56,-48,24
Portugal,2020-03-18,-55,-19,-38,-57,-51,24
Portugal,2020-03-19,-67,-36,-53,-68,-57,30
Portugal,2020-03-20,-77,-42,-70,-73,-60,36
Portugal,2020-03-21,-81,-48,-71,-71,-55,26
Portugal,2020-03-22,-83,-58,-72,-74,-51,22
Portugal,2020-03-23,-74,-42,-59,-74,-62,32
Portugal,2020-03-24,-73,-40,-60,-74,-63,33
Portugal,2020-03-25,-74,-42,-59,-74,-63,32
Portugal,2020-03-26,-74,-42,-60,-75,-64,33
Portugal,2020-03-27,-75,-39,-63,-75,-63,36
Portugal,2020-03-28,-79,-47,-72,-74,-55,25
Portugal,2020-03-29,-83,-59,-80,-78,-53,22
Portugal,2020-03-30,-74,-45,-71,-78,-63,33
Portugal,2020-03-31,-72,-36,-68,-75,-64,33
Portugal,2020-04-01,-73,-40,-67,-76,-64,33
Portugal,2020-04-02,-70,-35,-57,-74,-64,33
Portugal,2020-04-03,-72,-34,-61,-75,-64,36
Portugal,2020-04-04,-78,-44,-78,-75,-55,25
Portugal,2020-04-05,-84,-60,-88,-82,-55,23
Portugal,2020-04-06,-72,-39,-69,-77,-64,33
Portugal,2020-04-07,-68,-30,-62,-74,-64,32
Portugal,2020-04-08,-67,-27,-58,-72,-63,30
Portugal,2020-04-09,-71,-28,-68,-78,-69,35
Portugal,2020-04-10,-81,-45,-70,-85,-84,46
Portugal,2020-04-11,-78,-40,-73,-77,-58,26
Portugal,2020-04-12,-86,-83,-79,-81,-56,23
Portugal,2020-04-13,-75,-44,-67,-80,-72,37
Portugal,2020-04-14,-68,-33,-61,-73,-62,31
Portugal,2020-04-15,-69,-35,-62,-73,-63,32
Portugal,2020-04-16,-69,-34,-64,-75,-63,33
Portugal,2020-04-17,-69,-30,-58,-73,-62,35
Portugal,2020-04-18,-72,-40,-63,-70,-49,22
Portugal,2020-04-19,-78,-53,-70,-75,-47,20
Portugal,2020-04-20,-69,-44,-66,-77,-60,32
Portugal,2020-04-21,-66,-36,-58,-74,-60,31
Portugal,2020-04-22,-67,-38,-52,-73,-60,30
Portugal,2020-04-23,-65,-36,-47,-73,-60,30
Portugal,2020-04-24,-68,-33,-54,-73,-59,33
Portugal,2020-04-25,-73,-41,-64,-71,-51,23
Portugal,2020-04-26,-77,-50,-69,-74,-45,19
Portugal,2020-04-27,-65,-37,-52,-73,-58,30
Portugal,2020-04-28,-63,-31,-50,-71,-58,27
Portugal,2020-04-29,-64,-32,-54,-72,-58,29
Portugal,2020-04-30,-60,-19,-42,-66,-57,27
Portugal,2020-05-01,-77,-44,-60,-81,-81,43
Portugal,2020-05-02,-71,-33,-54,-67,-46,22
Portugal,2020-05-03,-72,-44,-51,-67,-35,17
Portugal,2020-05-04,-58,-27,-40,-65,-52,26
Portugal,2020-05-05,-57,-24,-33,-64,-51,25
Portugal,2020-05-06,-56,-23,-21,-61,-51,24
Portugal,2020-05-07,-55,-22,-15,-62,-51,25
Portugal,2020-05-08,-58,-19,-29,-62,-49,27
Portugal,2020-05-09,-63,-26,-54,-62,-33,18
Portugal,2020-05-10,-68,-36,-48,-66,-32,14
Portugal,2020-05-11,-56,-25,-39,-63,-48,25
Portugal,2020-05-12,-54,-21,-28,-61,-48,25
Portugal,2020-05-13,-58,-27,-43,-63,-48,25
Portugal,2020-05-14,-56,-22,-36,-62,-48,24
Portugal,2020-05-15,-57,-19,-27,-60,-46,26
Portugal,2020-05-16,-57,-21,-10,-52,-26,14
Portugal,2020-05-17,-62,-30,-4,-57,-23,10
Portugal,2020-05-18,-44,-22,-1,-57,-42,21
Portugal,2020-05-19,-43,-20,0,-56,-42,21
Portugal,2020-05-20,-43,-19,4,-54,-42,20
Portugal,2020-05-21,-41,-16,13,-54,-44,21
Portugal,2020-05-22,-44,-15,5,-55,-42,21
Portugal,2020-05-23,-45,-18,14,-48,-18,10
Portugal,2020-05-24,-49,-27,19,-53,-15,7
Portugal,2020-05-25,-40,-18,12,-55,-41,19
Portugal,2020-05-26,-39,-17,18,-54,-39,19
Portugal,2020-05-27,-38,-17,31,-52,-39,18
Portugal,2020-05-28,-36,-12,32,-52,-39,18
Portugal,2020-05-29,-39,-11,23,-51,-38,18
Portugal,2020-05-30,-41,-14,13,-45,-10,8
Portugal,2020-05-31,-45,-22,-2,-50,-5,6
Portugal,2020-06-01,-29,-8,7,-46,-35,16
Portugal,2020-06-02,-32,-12,0,-47,-34,17
Portugal,2020-06-03,-32,-12,8,-45,-34,16
Portugal,2020-06-04,-31,-11,6,-45,-34,16
Portugal,2020-06-05,-33,-10,9,-46,-33,17
Portugal,2020-06-06,-35,-13,5,-39,-7,8
Portugal,2020-06-07,-38,-19,-5,-47,-2,7
Portugal,2020-06-08,-28,-8,8,-47,-35,16
Portugal,2020-06-09,-23,-2,21,-43,-35,13
Portugal,2020-06-10,-27,-8,92,-56,-67,19
Portugal,2020-06-11,-35,-14,36,-64,-71,26
Portugal,2020-06-12,-32,-5,7,-51,-46,20
Portugal,2020-06-13,-35,-16,19,-45,-6,8
Portugal,2020-06-14,-37,-22,8,-46,5,4
Portugal,2020-06-15,-28,-13,3,-46,-32,15
Portugal,2020-06-16,-25,-8,0,-44,-32,15
Portugal,2020-06-17,-26,-11,12,-43,-31,14
Portugal,2020-06-18,-26,-11,16,-44,-32,14
Portugal,2020-06-19,-28,-10,16,-44,-31,14
Portugal,2020-06-20,-30,-13,31,-39,-1,5
Portugal,2020-06-21,-34,-19,24,-43,5,4
Portugal,2020-06-22,-27,-12,27,-45,-33,14
Portugal,2020-06-23,-26,-7,16,-44,-32,13
Portugal,2020-06-24,-29,-14,23,-48,-40,16
Portugal,2020-06-25,-26,-10,16,-44,-32,15
Portugal,2020-06-26,-29,-10,12,-44,-31,14
Portugal,2020-06-27,-32,-13,11,-41,-4,7
Portugal,2020-06-28,-34,-19,19,-44,5,4
Portugal,2020-06-29,-24,-12,24,-45,-33,13
Portugal,2020-06-30,-20,-5,22,-42,-31,12
Portugal,2020-07-01,-19,-5,30,-39,-31,11
Portugal,2020-07-02,-18,-4,33,-39,-31,12
Portugal,2020-07-03,-22,-4,29,-39,-30,12
Portugal,2020-07-04,-25,-8,44,-34,-3,4
Portugal,2020-07-05,-29,-15,43,-38,3,1
Portugal,2020-07-06,-20,-5,51,-41,-32,11
Portugal,2020-07-07,-18,-2,46,-38,-32,11
Portugal,2020-07-08,-17,-2,44,-37,-31,11
Portugal,2020-07-09,-16,-3,50,-39,-31,11
Portugal,2020-07-10,-22,-4,49,-38,-30,11
Portugal,2020-07-11,-26,-8,56,-34,-3,3
Portugal,2020-07-12,-28,-13,46,-37,3,1
Portugal,2020-07-13,-18,-4,62,-40,-31,11
Portugal,2020-07-14,-17,-3,49,-39,-32,11
Portugal,2020-07-15,-15,-5,68,-36,-30,10
Portugal,2020-07-16,-15,-3,79,-38,-31,10
Portugal,2020-07-17,-20,-2,72,-38,-30,9
Portugal,2020-07-18,-24,-6,68,-32,-4,2
Portugal,2020-07-19,-25,-12,47,-35,2,1
Portugal,2020-07-20,-14,-1,62,-39,-33,11
Portugal,2020-07-21,-14,-2,58,-39,-33,11
Portugal,2020-07-22,-14,-3,82,-36,-31,10
Portugal,2020-07-23,-12,0,82,-36,-31,10
Portugal,2020-07-24,-18,-1,67,-38,-30,10
Portugal,2020-07-25,-21,-5,64,-30,-4,2
Portugal,2020-07-26,-23,-12,54,-33,2,0
Portugal,2020-07-27,-13,0,70,-38,-34,11
Portugal,2020-07-28,-11,2,68,-37,-33,10
Portugal,2020-07-29,-10,0,92,-35,-33,9
Portugal,2020-07-30,-8,3,83,-35,-34,9
Portugal,2020-07-31,-13,4,73,-34,-33,9
Portugal,2020-08-01,-17,0,65,-25,-6,1
Portugal,2020-08-02,-16,-4,55,-28,1,0
Portugal,2020-08-03,-4,9,87,-34,-37,10
Portugal,2020-08-04,-3,9,101,-33,-37,10
Portugal,2020-08-05,-2,7,120,-32,-37,9
Portugal,2020-08-06,-1,7,129,-33,-37,9
Portugal,2020-08-07,-9,4,97,-33,-37,9
Portugal,2020-08-08,-12,-2,87,-24,-8,1
Portugal,2020-08-09,-12,-4,67,-26,0,-1
Portugal,2020-08-10,2,12,110,-33,-40,10
Portugal,2020-08-11,1,10,104,-33,-40,10
Portugal,2020-08-12,3,9,108,-32,-40,10
Portugal,2020-08-13,2,7,140,-32,-40,9
Portugal,2020-08-14,-6,8,111,-32,-39,9
Portugal,2020-08-15,-13,-2,93,-24,-20,1
Portugal,2020-08-16,-12,-4,60,-24,0,-1
Portugal,2020-08-17,-1,12,93,-35,-44,11
Portugal,2020-08-18,0,10,108,-34,-42,11
Portugal,2020-08-19,-1,8,124,-33,-43,10
Portugal,2020-08-20,-3,6,97,-36,-44,11
Portugal,2020-08-21,-10,4,111,-34,-43,11
Portugal,2020-08-22,-15,-5,96,-23,-10,1
Portugal,2020-08-23,-16,-9,76,-26,2,-2
Portugal,2020-08-24,-5,5,132,-36,-42,9
Portugal,2020-08-25,-4,6,129,-34,-42,9
Portugal,2020-08-26,-5,4,137,-33,-41,9
Portugal,2020-08-27,-4,4,126,-34,-41,9
Portugal,2020-08-28,-12,4,88,-34,-41,10
Portugal,2020-08-29,-16,-5,63,-25,-10,1
Portugal,2020-08-30,-16,-9,50,-26,3,-1
Portugal,2020-08-31,-6,6,78,-33,-37,9
Portugal,2020-09-01,-5,8,68,-30,-34,8
Portugal,2020-09-02,-6,3,92,-30,-33,7
Portugal,2020-09-03,-5,2,102,-31,-34,7
Portugal,2020-09-04,-12,1,78,-31,-33,8
Portugal,2020-09-05,-15,-5,73,-22,-8,1
Portugal,2020-09-06,-16,-7,61,-25,1,-2
Portugal,2020-09-07,-8,3,78,-32,-33,8
Portugal,2020-09-08,-6,6,73,-30,-32,8
Portugal,2020-09-09,-8,3,80,-29,-31,7
Portugal,2020-09-10,-6,3,83,-29,-31,6
Portugal,2020-09-11,-12,0,68,-29,-31,6
Portugal,2020-09-12,-16,-5,65,-23,-6,0
Portugal,2020-09-13,-18,-8,35,-27,1,-1
Portugal,2020-09-14,-10,1,45,-31,-27,8
Portugal,2020-09-15,-10,2,38,-30,-27,8
Portugal,2020-09-16,-7,5,44,-27,-27,7
Portugal,2020-09-17,-10,2,26,-30,-28,7
Portugal,2020-09-18,-20,-4,2,-32,-27,8
Portugal,2020-09-19,-21,-5,-4,-30,-7,6
Portugal,2020-09-20,-21,-7,0,-31,0,5
Portugal,2020-09-21,-12,0,29,-30,-27,7
Portugal,2020-09-22,-14,2,17,-29,-25,7
Portugal,2020-09-23,-15,2,17,-28,-23,7
Portugal,2020-09-24,-15,1,20,-29,-24,7
Portugal,2020-09-25,-19,0,12,-29,-23,7
Portugal,2020-09-26,-22,-4,5,-27,-4,5
Portugal,2020-09-27,-23,-9,1,-30,-1,5
Portugal,2020-09-28,-16,3,11,-31,-21,8
Portugal,2020-09-29,-14,4,14,-27,-21,7
Portugal,2020-09-30,-12,7,17,-23,-21,5
Portugal,2020-10-01,-12,7,13,-25,-19,6
Portugal,2020-10-02,-19,3,-9,-26,-20,7
Portugal,2020-10-03,-17,1,8,-23,-7,3
Portugal,2020-10-04,-17,-6,3,-30,-6,4
Portugal,2020-10-05,-21,-5,32,-50,-73,20
Portugal,2020-10-06,-15,4,7,-24,-21,6
Portugal,2020-10-07,-14,2,23,-23,-18,6
Portugal,2020-10-08,-12,5,23,-25,-19,6
Portugal,2020-10-09,-18,1,15,-25,-18,6
Portugal,2020-10-10,-19,-4,23,-24,-4,5
Portugal,2020-10-11,-21,-7,15,-28,-2,5
Portugal,2020-10-12,-15,2,19,-28,-18,7
Portugal,2020-10-13,-17,1,4,-27,-17,7
Portugal,2020-10-14,-17,1,7,-25,-16,7
Portugal,2020-10-15,-16,3,9,-26,-16,7
Portugal,2020-10-16,-20,4,4,-26,-15,7
Portugal,2020-10-17,-24,-3,-3,-28,-5,7
Portugal,2020-10-18,-27,-10,-5,-33,-4,6
Portugal,2020-10-19,-28,-5,-26,-35,-17,10
Portugal,2020-10-20,-28,-6,-37,-36,-18,11
Portugal,2020-10-21,-19,3,-10,-29,-15,9
Portugal,2020-10-22,-17,2,0,-29,-15,8
Portugal,2020-10-23,-21,5,-2,-27,-15,8
Portugal,2020-10-24,-26,-3,-19,-32,-6,8
Portugal,2020-10-25,-35,-14,-47,-41,-8,9
Portugal,2020-10-26,-20,0,-7,-32,-16,9
Portugal,2020-10-27,-21,0,-18,-31,-16,9
Portugal,2020-10-28,-17,3,-4,-29,-15,8
Portugal,2020-10-29,-15,6,6,-27,-15,7
Portugal,2020-10-30,-26,2,-10,-36,-17,11
Portugal,2020-10-31,-35,-6,-27,-43,-8,12
Portugal,2020-11-01,-44,-20,-47,-51,-13,13
Portugal,2020-11-02,-27,-3,-23,-40,-18,12
Portugal,2020-11-03,-20,1,-18,-34,-17,10
Portugal,2020-11-04,-21,0,-17,-33,-17,10
Portugal,2020-11-05,-22,-1,-23,-36,-18,11
Portugal,2020-11-06,-30,-3,-36,-39,-19,13
Portugal,2020-11-07,-30,-5,-37,-39,-10,10
Portugal,2020-11-08,-37,-16,-48,-46,-12,10
Portugal,2020-11-09,-24,-1,-19,-38,-19,12
Portugal,2020-11-10,-22,0,-15,-35,-18,11
Portugal,2020-11-11,-22,1,-12,-34,-19,11
Portugal,2020-11-12,-20,1,-8,-36,-19,11
Portugal,2020-11-13,-24,11,-18,-35,-19,11
Portugal,2020-11-14,-56,-33,-55,-60,-23,18
Portugal,2020-11-15,-57,-40,-56,-62,-26,16
Portugal,2020-11-16,-23,1,-14,-37,-18,11
Portugal,2020-11-17,-22,-1,-16,-36,-18,11
Portugal,2020-11-18,-22,-3,-13,-35,-18,11
Portugal,2020-11-19,-19,1,-9,-36,-19,11
Portugal,2020-11-20,-22,9,-16,-35,-18,11
Portugal,2020-11-21,-53,-31,-43,-56,-23,17
Portugal,2020-11-22,-53,-35,-45,-58,-26,15
Portugal,2020-11-23,-20,4,-18,-38,-18,10
Portugal,2020-11-24,-20,2,-23,-37,-18,11
Portugal,2020-11-25,-23,-2,-33,-39,-18,12
Portugal,2020-11-26,-19,3,-24,-37,-18,11
Portugal,2020-11-27,-19,10,-21,-33,-18,9
Portugal,2020-11-28,-50,-28,-54,-57,-20,17
Portugal,2020-11-29,-51,-33,-60,-62,-24,16
Qatar,2020-02-15,-3,0,7,1,5,1
Qatar,2020-02-16,-1,0,16,3,3,1
Qatar,2020-02-17,-1,-1,9,1,4,1
Qatar,2020-02-18,-3,-3,8,1,4,1
Qatar,2020-02-19,-3,-4,7,-1,4,1
Qatar,2020-02-20,-1,-1,8,-2,3,2
Qatar,2020-02-21,-1,0,12,-2,2,1
Qatar,2020-02-22,-1,-1,10,-1,5,1
Qatar,2020-02-23,-1,-2,18,0,5,1
Qatar,2020-02-24,-1,-3,9,0,5,1
Qatar,2020-02-25,-2,-3,10,0,4,1
Qatar,2020-02-26,-3,-3,-2,-2,4,1
Qatar,2020-02-27,4,6,5,-1,4,1
Qatar,2020-02-28,2,6,6,-2,4,1
Qatar,2020-02-29,3,7,6,0,6,1
Qatar,2020-03-01,4,8,13,1,4,1
Qatar,2020-03-02,2,7,1,0,5,1
Qatar,2020-03-03,1,5,3,-1,5,1
Qatar,2020-03-04,0,6,-4,-2,5,2
Qatar,2020-03-05,2,8,4,-4,5,2
Qatar,2020-03-06,-1,7,3,-5,4,2
Qatar,2020-03-07,0,5,5,-3,7,2
Qatar,2020-03-08,2,5,9,-2,6,1
Qatar,2020-03-09,-2,16,-1,-8,6,2
Qatar,2020-03-10,-6,4,1,-9,2,4
Qatar,2020-03-11,-11,0,-4,-14,2,4
Qatar,2020-03-12,-18,1,-12,-21,0,8
Qatar,2020-03-13,-35,-15,-26,-37,-4,10
Qatar,2020-03-14,-25,-8,-14,-30,0,8
Qatar,2020-03-15,-17,-4,-3,-23,-5,9
Qatar,2020-03-16,-26,-4,-11,-28,-8,10
Qatar,2020-03-17,-31,-4,-12,-33,-15,13
Qatar,2020-03-18,-41,-13,-23,-39,-20,16
Qatar,2020-03-19,-43,-15,-21,-43,-22,19
Qatar,2020-03-20,-58,-32,-40,-52,-24,16
Qatar,2020-03-21,-46,-20,-25,-43,-18,15
Qatar,2020-03-22,-48,-26,-33,-48,-26,20
Qatar,2020-03-23,-49,-24,-37,-48,-27,20
Qatar,2020-03-24,-49,-23,-36,-48,-29,20
Qatar,2020-03-25,-50,-22,-41,-49,-29,21
Qatar,2020-03-26,-50,-20,-44,-52,-30,23
Qatar,2020-03-27,-68,-39,-66,-63,-32,19
Qatar,2020-03-28,-57,-29,-45,-53,-25,19
Qatar,2020-03-29,-51,-25,-34,-52,-31,22
Qatar,2020-03-30,-52,-24,-41,-51,-31,21
Qatar,2020-03-31,-52,-24,-39,-51,-32,21
Qatar,2020-04-01,-52,-23,-44,-52,-33,21
Qatar,2020-04-02,-55,-22,-47,-56,-35,26
Qatar,2020-04-03,-67,-38,-66,-65,-36,20
Qatar,2020-04-04,-56,-26,-45,-54,-29,20
Qatar,2020-04-05,-50,-21,-35,-52,-36,24
Qatar,2020-04-06,-52,-22,-38,-53,-36,24
Qatar,2020-04-07,-53,-23,-37,-55,-37,24
Qatar,2020-04-08,-54,-24,-43,-56,-37,24
Qatar,2020-04-09,-54,-20,-44,-58,-37,27
Qatar,2020-04-10,-72,-47,-67,-69,-40,21
Qatar,2020-04-11,-63,-35,-48,-60,-39,23
Qatar,2020-04-12,-48,-23,-33,-54,-36,23
Qatar,2020-04-13,-54,-31,-42,-57,-37,24
Qatar,2020-04-14,-51,-25,-37,-54,-37,23
Qatar,2020-04-15,-55,-31,-44,-58,-39,26
Qatar,2020-04-16,-53,-24,-43,-57,-37,27
Qatar,2020-04-17,-69,-44,-64,-68,-38,21
Qatar,2020-04-18,-62,-35,-47,-59,-37,22
Qatar,2020-04-19,-49,-26,-34,-55,-35,23
Qatar,2020-04-20,-51,-27,-39,-54,-36,23
Qatar,2020-04-21,-52,-27,-39,-54,-36,23
Qatar,2020-04-22,-53,-24,-44,-54,-37,23
Qatar,2020-04-23,-52,-16,-46,-56,-37,26
Qatar,2020-04-24,-72,-41,-70,-69,-40,22
Qatar,2020-04-25,-66,-37,-53,-61,-39,25
Qatar,2020-04-26,-54,-30,-41,-57,-38,27
Qatar,2020-04-27,-57,-31,-45,-57,-39,28
Qatar,2020-04-28,-56,-28,-42,-55,-39,25
Qatar,2020-04-29,-56,-28,-45,-55,-39,27
Qatar,2020-04-30,-57,-27,-49,-56,-39,29
Qatar,2020-05-01,-68,-40,-67,-64,-38,20
Qatar,2020-05-02,-62,-32,-49,-56,-39,23
Qatar,2020-05-03,-49,-22,-35,-53,-38,25
Qatar,2020-05-04,-52,-24,-42,-53,-39,26
Qatar,2020-05-05,-53,-25,-41,-52,-38,26
Qatar,2020-05-06,-52,-21,-41,-50,-38,26
Qatar,2020-05-07,-53,-20,-45,-52,-36,29
Qatar,2020-05-08,-67,-37,-65,-63,-36,20
Qatar,2020-05-09,-60,-28,-47,-54,-36,23
Qatar,2020-05-10,-46,-16,-33,-49,-35,25
Qatar,2020-05-11,-48,-18,-38,-48,-36,25
Qatar,2020-05-12,-49,-19,-37,-47,-35,25
Qatar,2020-05-13,-49,-20,-41,-50,-36,25
Qatar,2020-05-14,-52,-21,-43,-53,-36,28
Qatar,2020-05-15,-66,-37,-65,-64,-34,20
Qatar,2020-05-16,-57,-27,-44,-54,-34,23
Qatar,2020-05-17,-44,-16,-32,-49,-34,25
Qatar,2020-05-18,-46,-17,-36,-47,-35,25
Qatar,2020-05-19,-48,-15,-32,-44,-39,22
Qatar,2020-05-20,-48,-12,-32,-42,-40,24
Qatar,2020-05-21,-48,-9,-34,-40,-40,27
Qatar,2020-05-22,-58,-23,-57,-54,-27,17
Qatar,2020-05-23,-47,-2,-34,-42,-38,21
Qatar,2020-05-24,-57,-31,-34,-53,-74,34
Qatar,2020-05-25,-54,-19,-39,-53,-71,33
Qatar,2020-05-26,-53,-19,-38,-52,-64,31
Qatar,2020-05-27,-47,-14,-31,-43,-39,22
Qatar,2020-05-28,-49,-17,-34,-47,-38,26
Qatar,2020-05-29,-61,-31,-58,-60,-28,18
Qatar,2020-05-30,-50,-18,-34,-45,-23,18
Qatar,2020-05-31,-30,1,-16,-39,-23,18
Qatar,2020-06-01,-30,4,-22,-35,-23,18
Qatar,2020-06-02,-31,3,-22,-35,-23,18
Qatar,2020-06-03,-30,5,-24,-35,-23,18
Qatar,2020-06-04,-29,9,-25,-37,-22,19
Qatar,2020-06-05,-49,-8,-51,-53,-21,16
Qatar,2020-06-06,-37,3,-26,-38,-17,15
Qatar,2020-06-07,-17,20,-4,-30,-19,15
Qatar,2020-06-08,-20,17,-14,-30,-17,16
Qatar,2020-06-09,-23,13,-14,-31,-17,16
Qatar,2020-06-10,-23,13,-17,-31,-18,16
Qatar,2020-06-11,-26,13,-21,-35,-17,18
Qatar,2020-06-12,-45,-5,-46,-50,-17,15
Qatar,2020-06-13,-35,5,-22,-37,-13,15
Qatar,2020-06-14,-15,19,-2,-31,-16,15
Qatar,2020-06-15,-17,16,-9,-30,-14,15
Qatar,2020-06-16,-19,13,-9,-30,-14,15
Qatar,2020-06-17,-20,13,-13,-32,-15,16
Qatar,2020-06-18,-22,13,-14,-33,-16,17
Qatar,2020-06-19,-43,-4,-36,-44,-15,15
Qatar,2020-06-20,-33,5,-12,-34,-11,13
Qatar,2020-06-21,-12,19,5,-29,-14,14
Qatar,2020-06-22,-16,16,-2,-28,-15,15
Qatar,2020-06-23,-18,12,-3,-28,-16,15
Qatar,2020-06-24,-20,11,-7,-28,-14,15
Qatar,2020-06-25,-20,15,-9,-29,-14,17
Qatar,2020-06-26,-41,-4,-29,-42,-13,14
Qatar,2020-06-27,-32,4,-7,-32,-11,14
Qatar,2020-06-28,-8,22,6,-25,-11,13
Qatar,2020-06-29,-11,21,-2,-23,-12,13
Qatar,2020-06-30,-12,20,1,-23,-12,13
Qatar,2020-07-01,-11,20,2,-23,-11,12
Qatar,2020-07-02,-13,21,0,-25,-12,15
Qatar,2020-07-03,-36,4,-15,-36,-11,13
Qatar,2020-07-04,-28,9,0,-28,-8,13
Qatar,2020-07-05,-3,26,12,-23,-11,12
Qatar,2020-07-06,-8,21,5,-22,-11,12
Qatar,2020-07-07,-9,20,10,-22,-11,12
Qatar,2020-07-08,-12,17,0,-25,-10,13
Qatar,2020-07-09,-14,19,2,-27,-11,15
Qatar,2020-07-10,-29,5,-18,-37,-4,12
Qatar,2020-07-11,-18,13,-3,-27,1,10
Qatar,2020-07-12,-8,20,14,-25,-9,12
Qatar,2020-07-13,-10,18,7,-23,-9,12
Qatar,2020-07-14,-12,14,4,-24,-10,12
Qatar,2020-07-15,-13,14,0,-26,-9,13
Qatar,2020-07-16,-14,16,1,-28,-9,15
Qatar,2020-07-17,-27,5,-14,-37,-2,12
Qatar,2020-07-18,-18,9,-2,-27,3,10
Qatar,2020-07-19,-9,16,10,-27,-8,12
Qatar,2020-07-20,-11,14,2,-25,-8,12
Qatar,2020-07-21,-13,11,3,-26,-9,12
Qatar,2020-07-22,-16,10,-3,-28,-8,13
Qatar,2020-07-23,-16,14,1,-29,-8,14
Qatar,2020-07-24,-28,3,-15,-40,1,12
Qatar,2020-07-25,-17,9,-2,-29,3,10
Qatar,2020-07-26,-8,17,13,-28,-8,12
Qatar,2020-07-27,-7,19,5,-24,-8,11
Qatar,2020-07-28,-3,23,7,-22,-8,10
Qatar,2020-07-29,3,35,3,-19,-8,9
Qatar,2020-07-30,-3,42,-4,-26,-24,17
Qatar,2020-07-31,-21,4,10,-21,-12,9
